id,class_solexs,goes_class,peak_utc,test_period,status,bins,T_peak_MK,T_peak_err_MK,T_max_MK,T_max_before_peak_s,fe_ew_peak_keV,peak_rate_cps,goes_ratio_peak,T_peak_slope1_MK,T_peak_slope1.6_MK,within_flare_spearman_T_goes_ratio,T_cdte_peak_MK,T_cdte_peak_err_MK,T_solexs_same_minute_MK
AL1-20251221-1816,M1.5,M1.3,2025-12-21 18:27:00,0,ok,47,19.29,0.86,21.02,350.0,1.69,1112.1,0.21025,18.42,21.55,0.971,,,
AL1-20251221-1950,C7.1,C6.1,2025-12-21 20:00:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251221-2015,C5.3,C4.0,2025-12-21 20:23:00,0,ok,5,17.23,1.89,18.66,-70.0,1.44,293.6,0.15015,15.87,18.21,,,,
AL1-20251221-2051,C7.7,C6.2,2025-12-21 21:01:00,0,ok,25,16.63,1.46,21.33,210.0,1.361,451.9,0.1538,13.91,15.76,0.817,,,
AL1-20251222-2218,C9.5,C8.6,2025-12-22 22:31:00,0,ok,55,22.33,1.5,23.58,110.0,1.563,689.1,0.15497,19.4,22.85,0.849,,,
AL1-20251224-1007,C5.4,C4.9,2025-12-24 10:20:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251226-0908,C7.2,C6.8,2025-12-26 09:14:00,0,ok,9,14.73,1.33,18.2,-90.0,2.84,503.6,0.11727,13.3,15.02,,,,
AL1-20251227-0138,M4.9,M5.1,2025-12-27 01:49:00,0,ok,45,17.85,0.4,22.95,350.0,2.34,4538.1,0.18449,16.92,19.58,0.582,,,
AL1-20251227-1626,C5.0,,2025-12-27 17:06:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251227-2215,C9.0,C9.8,2025-12-27 22:31:00,0,ok,36,13.16,1.23,17.64,330.0,2.863,670.6,0.09047,12.1,13.55,0.608,,,
AL1-20251229-0257,C9.2,C8.9,2025-12-29 03:05:00,0,ok,14,15.27,1.02,21.59,90.0,2.778,646.3,0.13929,15.22,17.41,,,,
AL1-20251229-0633,M1.0,M1.0,2025-12-29 06:50:00,0,ok,16,16.08,1.13,19.76,70.0,1.957,652.4,0.14161,15.18,17.36,,,,
AL1-20251229-2036,C6.3,C6.5,2025-12-29 20:40:00,0,ok,2,18.32,2.19,18.32,-30.0,1.477,429.4,0.0939,16.16,18.55,,,,
AL1-20251230-0018,C5.2,C4.9,2025-12-30 00:26:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20251230-1551,C5.3,C4.9,2025-12-30 15:55:00,0,ok,2,15.03,1.77,15.52,-10.0,2.337,313.9,0.09909,13.22,14.92,,,,
AL1-20260101-0215,C9.8,C9.6,2026-01-01 02:24:00,0,ok,30,18.47,1.08,25.09,130.0,1.925,653.2,0.179,18.35,21.46,0.891,,,
AL1-20260101-0642,C5.6,C5.3,2026-01-01 06:48:00,0,ok,5,19.09,1.71,19.09,10.0,1.904,371.4,0.11129,16.75,19.36,,,,
AL1-20260101-1746,C5.6,C6.2,2026-01-01 17:58:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260102-0011,C6.4,C6.5,2026-01-02 00:17:00,0,ok,8,14.11,1.54,16.79,50.0,2.179,424.9,0.09086,11.81,13.21,,,,
AL1-20260102-0244,C6.3,C5.5,2026-01-02 02:54:00,0,ok,9,15.87,1.51,17.9,30.0,2.562,365.3,0.12493,14.47,16.47,,,,
AL1-20260102-0352,C5.9,C5.7,2026-01-02 03:57:00,0,ok,4,10.62,1.19,17.01,-50.0,2.541,367.6,0.09263,11.29,12.59,,,,
AL1-20260103-1722,C8.5,C8.3,2026-01-03 17:29:00,0,ok,11,16.73,1.24,19.92,110.0,2.291,607.0,0.11404,16.13,18.56,,,,
AL1-20260108-1640,C5.6,C5.5,2026-01-08 17:19:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260111-2153,M3.3,,2026-01-11 23:03:00,0,ok,219,14.53,0.47,22.68,3010.0,1.728,2946.5,0.1545,13.26,14.97,0.865,,,
AL1-20260112-1003,C5.8,C5.2,2026-01-12 10:14:00,0,ok,2,12.03,1.4,14.04,50.0,2.205,347.9,0.10315,16.1,18.52,,,,
AL1-20260114-0345,M1.1,C9.6,2026-01-14 03:49:00,0,ok,15,18.88,1.22,21.61,70.0,1.794,628.6,0.18325,16.35,18.84,,,,
AL1-20260114-2011,M1.7,M1.6,2026-01-14 20:32:00,0,ok,83,17.59,0.7,22.98,470.0,1.915,1365.5,0.20566,17.29,20.06,0.861,,,
AL1-20260115-0623,C9.6,C9.7,2026-01-15 06:36:00,0,ok,45,14.83,1.15,18.03,150.0,1.582,715.9,0.11206,13.53,15.31,0.701,,,
AL1-20260116-0849,C7.7,C6.6,2026-01-16 09:09:00,0,ok,37,12.44,1.21,19.84,170.0,2.466,494.3,0.11422,11.62,12.98,0.17,,,
AL1-20260116-2306,C5.8,C5.2,2026-01-16 23:10:00,0,ok,2,19.8,2.31,19.8,-10.0,1.262,347.1,0.13266,17.33,20.06,,,,
AL1-20260118-0601,C7.2,C7.1,2026-01-18 06:20:00,0,ok,20,13.91,1.49,16.88,350.0,1.434,501.8,0.08077,12.08,13.53,0.679,,,
AL1-20260118-1721,X1.6,X1.9,2026-01-18 18:08:00,0,ok,148,18.32,0.2,22.22,1270.0,1.215,14600.3,0.19864,16.84,19.48,0.847,,,
AL1-20260119-0158,C6.1,,2026-01-19 02:33:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260119-1114,M1.0,M1.1,2026-01-19 11:18:00,0,ok,13,20.11,1.51,23.46,30.0,1.548,529.5,0.19967,20.02,23.76,,,,
AL1-20260121-0118,C9.7,M1.1,2026-01-21 01:39:00,0,ok,76,13.3,1.05,20.02,750.0,1.316,901.9,0.11623,14.3,16.26,0.77,,,
AL1-20260121-0506,C5.3,C5.1,2026-01-21 05:12:00,0,ok,1,10.46,1.23,10.46,-10.0,4.721,522.6,0.10447,,,,,,
AL1-20260121-0656,M3.3,M3.4,2026-01-21 07:12:00,0,ok,50,17.65,0.49,21.98,330.0,2.213,3204.4,0.18756,16.45,18.97,0.826,,,
AL1-20260121-1816,C7.4,C7.0,2026-01-21 18:33:00,0,ok,47,13.91,1.46,19.72,710.0,1.545,731.0,0.09014,15.33,17.55,0.794,,,
AL1-20260121-1928,C8.0,C8.6,2026-01-21 19:37:00,0,ok,18,14.7,1.17,20.38,170.0,2.186,757.1,0.11356,14.19,16.12,0.714,,,
AL1-20260121-1947,C6.9,C7.6,2026-01-21 19:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260122-1033,C7.8,C8.2,2026-01-22 10:49:00,0,ok,24,14.1,1.38,18.0,130.0,1.838,770.6,0.09574,14.7,16.75,-0.048,,,
AL1-20260122-1943,M1.0,C9.5,2026-01-22 19:53:00,0,ok,22,18.01,1.25,20.79,150.0,1.512,931.1,0.13128,14.72,16.78,0.536,,,
AL1-20260123-2205,C5.5,,2026-01-23 23:17:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260125-1014,C6.3,C6.3,2026-01-25 10:30:00,0,ok,13,12.01,1.29,17.82,130.0,1.71,611.6,0.08805,12.82,14.44,,,,
AL1-20260125-2135,C8.4,C8.0,2026-01-25 21:43:00,0,ok,13,16.57,1.52,18.62,-70.0,1.619,738.0,0.1192,16.33,18.83,,,,
AL1-20260126-1323,C8.8,C8.8,2026-01-26 13:38:00,0,ok,26,13.9,1.14,19.58,70.0,2.037,820.8,0.10872,13.48,15.25,0.571,,,
AL1-20260126-2313,C5.2,C5.0,2026-01-26 23:21:00,0,ok,9,16.12,1.85,18.27,-10.0,2.263,465.0,0.12359,,,,,,
AL1-20260131-0423,C5.6,C4.9,2026-01-31 04:40:00,0,ok,11,14.73,1.58,18.77,270.0,0.565,318.1,0.11856,12.18,13.66,,,,
AL1-20260131-0449,C5.9,C6.0,2026-01-31 05:12:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260131-1036,C7.4,C6.2,2026-01-31 10:51:00,0,ok,5,18.1,1.74,18.1,-10.0,1.245,402.9,0.13236,15.34,17.55,,,,
AL1-20260131-1255,C6.5,C6.1,2026-01-31 12:59:00,0,ok,3,20.28,2.38,20.28,-30.0,1.735,403.1,0.10083,,,,,,
AL1-20260131-1442,C5.1,C4.5,2026-01-31 14:52:00,0,ok,1,14.8,1.71,14.8,-10.0,2.144,312.1,0.09201,,,,,,
AL1-20260131-1454,C5.9,C4.9,2026-01-31 15:07:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260131-1821,C7.4,C7.0,2026-01-31 18:32:00,0,ok,16,14.14,1.29,16.55,30.0,1.965,488.2,0.11452,13.18,14.87,0.143,,,
AL1-20260131-1908,C8.2,C7.8,2026-01-31 19:20:00,0,ok,17,13.28,1.18,22.11,190.0,1.766,545.4,0.11246,12.34,13.85,,,,
AL1-20260131-2023,C6.2,C5.7,2026-01-31 20:29:00,0,ok,1,22.88,2.66,22.88,70.0,0.69,363.3,0.10141,,,,,,
AL1-20260201-0152,M1.7,M1.7,2026-02-01 02:05:00,0,ok,31,19.78,0.89,19.78,10.0,1.727,1371.9,0.16489,18.19,21.23,0.669,,,
AL1-20260201-0332,C9.7,M1.0,2026-02-01 03:41:00,0,ok,27,15.14,1.45,22.33,-270.0,2.046,741.0,0.10482,14.34,16.26,0.498,,,
AL1-20260201-0408,M1.9,M1.9,2026-02-01 04:19:00,0,ok,61,16.79,0.84,22.44,350.0,1.448,1526.8,0.14899,15.27,17.44,0.809,,,
AL1-20260201-0700,C6.3,C5.3,2026-02-01 07:21:00,0,ok,1,14.55,1.75,14.55,810.0,0.956,367.1,0.08507,,,,,,
AL1-20260201-0953,M7.2,M6.6,2026-02-01 10:02:00,0,ok,24,22.47,0.35,26.94,130.0,1.472,6301.7,0.26796,20.17,23.9,0.762,,,
AL1-20260201-1009,M3.2,,2026-02-01 10:13:00,0,ok,12,26.02,1.41,31.61,90.0,1.945,2721.6,0.20378,23.97,29.09,,,,
AL1-20260201-1029,M2.7,M2.4,2026-02-01 10:40:00,0,ok,57,18.17,0.83,25.53,530.0,1.039,2277.6,0.1686,16.32,18.76,0.556,,,
AL1-20260201-2311,M1.6,M1.3,2026-02-01 23:27:00,0,ok,72,15.55,0.8,22.57,290.0,0.979,1230.2,0.15801,14.59,16.61,0.764,,,
AL1-20260201-2344,X4.9,X8.1,2026-02-01 23:56:00,0,ok,35,36.5,0.21,38.06,50.0,0.714,29717.7,0.4434,31.78,41.45,0.936,,,
AL1-20260202-0030,X2.6,X2.8,2026-02-02 00:36:00,0,ok,21,32.09,0.29,57.24,230.0,0.907,19606.7,0.34671,28.1,35.42,-0.393,,,
AL1-20260202-0233,M4.6,M4.4,2026-02-02 02:41:00,0,ok,12,23.02,0.86,24.07,50.0,1.097,3375.5,0.19684,20.86,24.79,,,,
AL1-20260202-0245,M5.4,M5.2,2026-02-02 02:50:00,0,ok,26,17.11,1.01,32.65,130.0,1.129,4998.9,0.18106,15.52,17.75,0.583,,,
AL1-20260202-0438,M3.0,M3.0,2026-02-02 04:47:00,0,ok,42,18.95,0.63,23.53,330.0,2.068,2735.2,0.1778,17.53,20.37,0.631,,,
AL1-20260202-0510,M1.5,M1.6,2026-02-02 05:16:00,0,ok,14,16.42,1.54,18.78,50.0,1.024,1534.3,0.09542,14.93,16.97,,,,
AL1-20260202-0518,M2.3,M2.3,2026-02-02 05:27:00,0,ok,37,15.45,1.19,23.22,350.0,1.355,2204.6,0.1273,15.0,17.11,0.776,,,
AL1-20260202-0612,M1.1,,2026-02-02 06:16:00,0,ok,8,14.48,1.58,26.29,90.0,2.092,1050.9,0.09552,13.68,15.44,,,,
AL1-20260202-0627,M1.7,,2026-02-02 07:00:00,0,ok,81,14.26,0.85,17.37,1010.0,1.485,1652.6,0.11689,13.85,15.68,0.412,,,
AL1-20260202-0741,X1.6,X1.6,2026-02-02 08:14:00,0,ok,150,20.07,0.21,24.67,1050.0,0.693,14003.8,0.27276,18.68,21.9,0.779,,,
AL1-20260202-1017,M1.9,M1.9,2026-02-02 10:24:00,0,ok,38,17.01,0.96,20.63,170.0,1.797,1884.8,0.11179,15.5,17.73,0.594,,,
AL1-20260202-1053,M1.2,,2026-02-02 10:58:00,0,ok,7,19.93,1.46,19.93,10.0,1.189,1264.8,0.08972,17.27,20.0,,,,
AL1-20260202-2313,C7.3,C7.2,2026-02-02 23:18:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260202-2321,M2.8,M2.5,2026-02-02 23:27:00,0,ok,20,21.06,0.71,25.02,110.0,1.461,2432.8,0.1861,18.92,22.2,0.829,,,
AL1-20260203-2256,M3.6,M3.4,2026-02-03 23:07:00,0,ok,57,19.46,0.76,26.26,470.0,1.87,3275.4,0.19418,18.06,21.01,0.588,,,
AL1-20260204-0105,M1.3,M1.2,2026-02-04 01:10:00,0,ok,16,16.1,1.26,19.03,70.0,1.262,1146.7,0.13089,15.11,17.24,,,,
AL1-20260204-0123,M1.4,M1.4,2026-02-04 01:38:00,0,ok,80,14.24,1.12,18.66,450.0,0.706,1339.2,0.12061,14.89,16.94,0.415,,,
AL1-20260204-0232,M5.2,M4.8,2026-02-04 02:38:00,0,ok,34,21.53,0.55,24.95,230.0,1.385,4630.9,0.2466,19.79,23.36,0.612,,,
AL1-20260204-0347,M2.2,M2.1,2026-02-04 03:54:00,0,ok,32,16.99,0.63,23.15,210.0,1.598,1933.5,0.17763,15.8,18.15,0.794,,,
AL1-20260204-0858,C7.3,C6.7,2026-02-04 09:02:00,0,ok,6,16.24,1.56,23.73,50.0,1.545,596.5,0.12245,14.42,16.38,,,,
AL1-20260204-0948,M3.4,M3.1,2026-02-04 10:12:00,0,ok,40,26.81,0.66,26.81,10.0,1.521,2493.8,0.28298,23.2,28.14,0.67,,,
AL1-20260204-1039,M1.6,,2026-02-04 11:05:00,0,ok,64,15.03,0.9,25.06,1270.0,0.739,1620.5,0.10561,13.03,14.68,0.918,,,
AL1-20260205-0613,M1.3,M1.3,2026-02-05 06:19:00,0,ok,26,15.29,1.09,23.02,150.0,3.185,1198.0,0.11649,12.83,14.44,0.41,,,
AL1-20260205-0745,C8.3,C8.0,2026-02-05 08:01:00,0,ok,13,16.83,1.45,19.77,50.0,2.07,673.7,0.12854,15.76,18.09,,,,
AL1-20260205-0819,M1.2,M1.2,2026-02-05 08:46:00,0,ok,64,14.42,0.95,26.27,1050.0,1.885,1078.2,0.12774,13.77,15.6,0.836,,,
AL1-20260205-1006,C8.1,C7.9,2026-02-05 10:14:00,0,ok,22,16.84,1.52,19.16,170.0,1.116,700.0,0.11896,16.06,18.46,0.262,,,
AL1-20260206-1009,C6.9,C6.9,2026-02-06 10:21:00,0,ok,8,15.31,1.5,18.26,50.0,1.714,562.4,0.11101,13.48,15.24,,,,
AL1-20260207-0808,C7.4,C7.3,2026-02-07 08:19:00,0,ok,12,14.05,1.26,18.24,90.0,2.389,662.8,0.11202,12.9,14.54,,,,
AL1-20260207-2325,C5.6,C5.6,2026-02-07 23:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260208-0732,C6.4,C6.1,2026-02-08 07:46:00,0,ok,13,16.03,1.65,18.22,-10.0,1.136,627.5,0.10182,15.78,18.11,,,,
AL1-20260208-1112,M2.0,M1.8,2026-02-08 11:18:00,0,ok,11,23.71,0.89,24.34,30.0,1.844,1390.2,0.20475,20.69,24.61,,,,
AL1-20260208-1130,M1.7,M1.7,2026-02-08 11:43:00,0,ok,65,17.5,0.83,18.92,230.0,1.399,1613.8,0.15475,16.45,18.96,0.681,,,
AL1-20260208-1345,M2.9,M2.7,2026-02-08 13:53:00,0,ok,20,19.33,0.59,21.48,70.0,2.346,2557.9,0.18569,18.21,21.26,0.6,,,
AL1-20260208-1713,C8.6,C8.7,2026-02-08 17:39:00,0,ok,44,11.77,1.29,16.27,690.0,0.711,880.9,0.07758,10.52,11.65,0.264,,,
AL1-20260208-2332,C7.6,C7.4,2026-02-08 23:54:00,0,ok,34,12.92,1.4,19.23,770.0,1.576,717.1,0.09417,14.3,16.23,0.736,,,
AL1-20260209-2256,C9.7,C9.2,2026-02-09 23:01:00,0,ok,9,17.09,1.46,19.67,-10.0,1.654,610.9,0.16157,18.0,20.99,,,,
AL1-20260210-2357,M1.3,M1.2,2026-02-11 00:08:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20260211-0028,M1.4,M1.3,2026-02-11 00:56:00,0,ok,74,16.08,1.38,19.59,-10.0,0.683,1146.3,0.12644,15.44,17.66,0.798,,,
AL1-20260212-0230,M1.5,M1.4,2026-02-12 02:40:00,0,ok,39,18.26,0.77,25.19,210.0,2.194,1416.1,0.21087,17.4,20.21,0.94,,,
AL1-20260214-1107,C6.7,C6.0,2026-02-14 11:13:00,0,ok,10,16.49,1.47,24.44,70.0,2.572,515.0,0.1426,13.38,15.11,,,,
AL1-20260216-0406,M2.3,M2.4,2026-02-16 04:33:00,0,ok,112,13.13,0.61,16.38,970.0,1.549,2307.1,0.11473,12.72,14.31,0.754,,,
AL1-20260225-0032,C6.3,C5.3,2026-02-25 00:44:00,0,ok,22,13.7,1.3,20.49,210.0,1.639,367.2,0.14877,12.83,14.44,0.536,,,
AL1-20260225-0508,C5.8,C4.8,2026-02-25 05:15:00,0,ok,22,14.79,1.35,22.71,210.0,1.441,324.8,0.15891,13.63,15.43,0.571,,,
AL1-20260225-1543,M2.3,M2.3,2026-02-25 15:58:00,0,ok,55,16.15,0.62,20.04,150.0,1.977,1937.0,0.16517,15.56,17.84,0.781,,,
AL1-20260226-1855,C8.1,C6.3,2026-02-26 19:09:00,0,ok,18,15.94,1.21,19.09,110.0,2.364,497.0,0.1601,15.83,18.18,0.886,,,
AL1-20260228-0300,C6.4,C6.4,2026-02-28 03:13:00,0,ok,26,11.31,1.25,21.43,370.0,3.334,419.8,0.09486,10.45,11.58,0.683,,,
AL1-20260228-2121,C5.3,C4.7,2026-02-28 21:31:00,0,ok,14,14.9,1.65,20.71,230.0,1.373,301.9,0.12484,11.35,12.65,,,,
AL1-20260301-0156,C6.0,C6.1,2026-03-01 02:06:00,0,ok,3,14.46,1.66,16.04,70.0,1.9,382.2,0.09078,,,,,,
AL1-20260301-0606,C5.5,C5.2,2026-03-01 06:15:00,0,ok,3,14.69,1.65,20.14,-30.0,1.212,340.7,0.10997,15.62,17.9,,,,
AL1-20260301-0732,C6.1,C5.9,2026-03-01 07:49:00,0,ok,24,16.27,1.8,20.77,490.0,1.057,389.7,0.09495,,,0.571,,,
AL1-20260309-2023,C7.7,C7.8,2026-03-09 20:37:00,0,ok,19,12.9,1.25,18.15,230.0,2.059,513.6,0.09592,11.56,12.9,0.821,,,
AL1-20260313-1236,C6.3,C5.1,2026-03-13 12:54:00,0,ok,8,12.55,1.32,15.15,50.0,1.426,380.1,0.11047,11.54,12.88,,,,
AL1-20260313-1458,C9.3,C8.0,2026-03-13 15:14:00,0,ok,72,15.86,1.07,22.02,370.0,2.116,598.0,0.17272,15.21,17.39,0.842,,,
AL1-20260313-2011,C9.0,C8.9,2026-03-13 20:22:00,0,ok,17,17.67,1.52,18.26,110.0,1.622,614.6,0.11094,14.5,16.5,-0.086,,,
AL1-20260313-2032,C7.8,C7.5,2026-03-13 20:41:00,0,ok,5,16.13,1.82,18.68,70.0,1.092,536.0,0.0999,15.19,17.32,,,,
AL1-20260315-0924,M1.0,,2026-03-15 09:38:00,0,ok,41,13.58,0.91,18.02,130.0,2.585,734.2,nan,14.24,16.18,,,,
AL1-20260316-1202,M2.6,M2.7,2026-03-16 12:15:00,0,ok,47,16.09,0.55,20.95,390.0,2.182,2249.6,0.16547,15.6,17.89,0.968,,,
AL1-20260316-1440,C7.1,C5.9,2026-03-16 14:56:00,0,ok,33,14.2,1.4,18.85,350.0,1.274,436.4,0.11475,14.81,16.89,0.673,,,
AL1-20260318-0828,M2.3,,2026-03-18 08:42:00,0,ok,67,15.82,0.62,23.64,470.0,1.912,1926.8,nan,14.34,16.31,,,,
AL1-20260324-1711,C7.5,C7.2,2026-03-24 17:54:00,1,ok,60,10.8,1.19,18.11,550.0,2.513,503.6,0.10749,11.67,13.04,0.779,,,
AL1-20260326-0611,M3.8,M3.9,2026-03-26 06:23:00,1,ok,44,18.63,0.48,21.42,190.0,2.036,3348.1,0.20286,17.54,20.39,0.873,,,
AL1-20260326-0838,C6.6,,2026-03-26 08:47:00,1,ok,23,16.81,1.51,20.86,170.0,1.45,368.0,nan,13.74,15.56,,,,
AL1-20260327-0949,C5.9,,2026-03-27 10:01:00,1,ok,4,12.63,1.57,22.19,130.0,2.91,353.9,0.11336,14.72,16.76,,,,
AL1-20260328-0236,M1.2,,2026-03-28 04:14:00,1,ok,193,13.22,0.89,17.93,2650.0,1.632,1013.5,0.11332,12.89,14.52,0.255,,,
AL1-20260330-0246,X1.3,X1.4,2026-03-30 03:17:00,1,ok,122,18.72,0.23,26.22,1230.0,1.456,11635.2,0.21687,17.45,20.27,0.898,,,
AL1-20260401-1339,C5.7,C5.3,2026-04-01 13:47:00,1,ok,6,14.07,1.54,17.49,-10.0,1.572,343.1,0.1047,16.59,19.16,,,,
AL1-20260401-1948,C8.5,C8.1,2026-04-01 19:57:00,1,ok,29,19.86,1.51,20.22,50.0,1.89,499.9,0.15309,16.39,18.9,0.661,,,
AL1-20260401-2249,C5.8,C6.1,2026-04-01 23:26:00,1,no fittable bins,,,,,,,,,,,,,,
AL1-20260402-1736,M3.3,M3.5,2026-04-02 18:15:00,1,ok,86,16.95,0.5,19.66,150.0,1.759,2869.5,0.17379,16.05,18.46,0.934,,,
AL1-20260403-0100,C7.0,C7.0,2026-04-03 01:07:00,1,ok,11,12.66,1.34,17.02,130.0,1.703,426.6,0.10829,11.41,12.71,,,,
AL1-20260403-0534,C5.7,C6.0,2026-04-03 05:42:00,1,ok,3,19.41,1.89,19.41,10.0,1.041,346.9,0.10558,16.76,19.36,,,,
AL1-20260403-0744,M1.2,M1.3,2026-04-03 07:56:00,1,ok,9,19.8,0.99,20.34,50.0,2.133,911.2,0.14985,16.87,19.51,,,,
AL1-20260403-1004,C8.2,C7.7,2026-04-03 10:16:00,1,ok,13,18.17,1.48,19.59,-10.0,1.65,397.0,0.15479,18.18,21.23,,,,
AL1-20260403-1218,C5.3,C5.1,2026-04-03 12:27:00,1,ok,1,17.38,1.96,17.38,-30.0,0.795,308.1,0.11907,12.78,14.38,,,,
AL1-20260403-1905,C5.2,C4.9,2026-04-03 19:20:00,1,ok,2,18.68,1.98,18.68,-30.0,2.105,308.7,0.12749,,,,,,
AL1-20260403-2152,C5.6,C5.8,2026-04-03 22:02:00,1,no fittable bins,,,,,,,,,,,,,,
AL1-20260404-0108,M7.0,M7.5,2026-04-04 01:16:00,1,ok,28,21.23,0.35,23.27,170.0,1.684,5833.2,0.24761,19.38,22.83,0.9,,,
AL1-20260404-0738,M1.6,M1.7,2026-04-04 07:59:00,1,ok,67,14.04,0.72,18.85,430.0,1.586,1282.8,0.13774,13.04,14.7,0.905,,,
AL1-20260404-1158,M1.3,M1.2,2026-04-04 12:11:00,1,ok,48,16.37,0.86,20.27,390.0,1.794,958.5,0.16047,15.15,17.32,0.975,,,
AL1-20260404-1933,C8.1,C7.8,2026-04-04 19:46:00,1,ok,39,15.56,1.29,19.56,350.0,1.678,521.1,0.12927,13.67,15.48,0.871,,,
AL1-20260404-2254,M1.1,M1.0,2026-04-04 23:04:00,1,ok,33,14.05,0.88,19.01,130.0,2.697,757.6,0.14771,14.07,15.98,0.864,,,
AL1-20260421-0558,C5.3,C5.3,2026-04-21 06:02:00,1,ok,5,14.23,1.51,16.34,-30.0,2.294,323.6,0.11628,13.54,15.32,,,,
AL1-20260424-0053,X2.1,X2.4,2026-04-24 01:07:00,1,ok,30,25.74,0.22,29.58,130.0,1.576,16570.5,0.33062,23.29,28.28,0.879,,,
AL1-20260424-0357,C7.3,C7.9,2026-04-24 04:01:00,1,ok,10,18.35,1.48,19.56,50.0,1.561,601.2,0.11826,15.93,18.31,,,,
AL1-20260424-0801,X2.1,X2.5,2026-04-24 08:13:00,1,ok,28,25.76,0.22,26.57,50.0,1.495,16083.0,0.33007,23.22,28.17,0.917,,,
AL1-20260424-0853,M1.7,M1.9,2026-04-24 09:07:00,1,ok,43,18.17,0.81,20.92,170.0,1.577,1586.3,0.14178,18.14,21.16,0.816,,,
AL1-20260424-1234,C6.6,,2026-04-24 12:47:00,1,ok,4,12.68,1.53,16.13,170.0,1.48,590.9,0.08856,,,,,,
AL1-20260424-1248,M1.5,M1.7,2026-04-24 13:01:00,1,ok,66,15.82,1.01,22.71,430.0,1.84,1394.0,0.13189,15.16,17.3,0.447,,,
AL1-20260424-1704,C6.4,C7.0,2026-04-24 17:15:00,1,ok,15,17.51,1.9,18.13,70.0,0.437,543.0,0.10595,16.1,18.51,,,,
AL1-20260424-1754,M6.1,M6.4,2026-04-24 18:14:00,1,ok,85,18.46,0.34,25.18,710.0,1.084,5521.2,0.23023,16.58,19.14,0.859,,,
AL1-20260425-0755,M1.2,M1.3,2026-04-25 07:59:00,1,ok,15,20.05,1.08,21.25,50.0,1.279,971.7,0.16935,17.09,19.8,,,,
AL1-20260425-1424,M1.0,M1.1,2026-04-25 14:30:00,1,ok,7,21.97,1.99,21.97,10.0,2.243,520.9,0.13827,18.79,22.04,,,,
AL1-20260426-0013,M1.2,M1.3,2026-04-26 00:23:00,1,ok,47,17.18,1.08,19.76,50.0,2.162,1096.8,0.13135,14.53,16.54,0.518,,,
AL1-20260426-1354,M1.3,M1.4,2026-04-26 14:03:00,1,ok,25,17.49,0.89,20.49,30.0,1.948,1131.1,0.16183,16.61,19.18,0.75,,,
AL1-20260426-1417,C7.7,C8.4,2026-04-26 14:25:00,1,ok,18,15.06,1.34,23.88,150.0,1.644,654.9,0.11745,15.45,17.69,0.543,,,
AL1-20260426-1757,C8.8,C9.7,2026-04-26 18:03:00,1,ok,18,17.43,1.36,20.22,30.0,2.176,733.8,0.13457,14.55,16.56,0.943,,,
AL1-20260426-1859,C7.7,C8.8,2026-04-26 19:15:00,1,ok,22,14.45,1.8,20.96,-10.0,1.26,671.6,0.09505,17.35,20.1,0.548,,,
AL1-20260426-1918,M1.4,M1.7,2026-04-26 19:24:00,1,ok,17,16.85,1.18,25.03,190.0,2.465,1287.2,0.12052,15.18,17.3,0.771,,,
AL1-20260426-1955,M2.0,M2.2,2026-04-26 20:04:00,1,ok,21,17.66,0.86,21.22,230.0,1.77,1531.0,0.14767,16.91,19.56,0.357,,,
AL1-20260426-2139,C6.8,C7.7,2026-04-26 21:49:00,1,ok,8,18.45,2.11,20.84,90.0,1.669,588.4,0.09939,14.61,16.61,,,,
AL1-20260426-2243,C6.3,C5.4,2026-04-26 22:52:00,1,ok,1,18.72,2.05,18.72,-30.0,0.969,593.7,0.0932,,,,,,
AL1-20260426-2253,M5.2,M6.0,2026-04-26 22:57:00,1,ok,22,21.13,0.42,24.85,70.0,2.227,4762.4,0.19598,19.06,22.39,0.536,,,
AL1-20260427-0152,C5.9,C6.8,2026-04-27 02:03:00,1,ok,5,15.02,1.73,18.75,50.0,2.234,508.2,0.10422,,,,,,
AL1-20260427-0332,C5.1,C5.9,2026-04-27 03:37:00,1,no fittable bins,,,,,,,,,,,,,,
AL1-20260427-0640,C9.2,M1.0,2026-04-27 06:44:00,1,ok,18,22.98,1.83,22.98,10.0,2.894,545.9,0.16819,19.3,22.72,1.0,,,
AL1-20260427-2307,C5.1,C5.4,2026-04-27 23:13:00,1,ok,3,13.17,1.53,17.9,-30.0,2.252,398.9,0.11607,,,,,,
AL1-20260428-0808,C5.4,C6.0,2026-04-28 08:16:00,1,ok,6,16.93,1.88,16.93,10.0,2.031,420.8,0.11641,14.7,16.77,,,,
