id,t_utc,t_rel_peak_s,rate_cps,T_MK,T_err_MK,log_amp,fe_ew_keV
AL1-20240512-1349,2024-05-12 13:58:40,170.0,1488.7,9.85,1.85,9.806,0.527
AL1-20240512-1349,2024-05-12 13:59:00,190.0,1476.5,13.01,2.36,8.491,-0.011
AL1-20240512-1518,2024-05-12 15:25:40,-310.0,779.4,17.98,1.93,7.232,1.034
AL1-20240512-1518,2024-05-12 15:26:00,-290.0,778.8,15.6,1.75,7.657,0.894
AL1-20240512-1518,2024-05-12 15:26:20,-270.0,775.5,16.07,1.79,7.545,0.762
AL1-20240512-1611,2024-05-12 16:14:00,-650.0,849.6,23.46,2.32,6.636,1.182
AL1-20240512-1611,2024-05-12 16:14:20,-630.0,954.6,23.27,1.81,7.099,1.488
AL1-20240512-1611,2024-05-12 16:14:40,-610.0,1074.7,20.21,1.37,7.77,1.93
AL1-20240512-1611,2024-05-12 16:15:00,-590.0,1172.0,19.23,1.15,8.166,1.426
AL1-20240512-1611,2024-05-12 16:15:20,-570.0,1222.8,19.11,1.17,8.133,1.366
AL1-20240512-1611,2024-05-12 16:15:40,-550.0,1254.9,16.98,1.09,8.459,1.677
AL1-20240512-1611,2024-05-12 16:16:00,-530.0,1247.5,17.05,1.04,8.531,1.048
AL1-20240512-1611,2024-05-12 16:16:20,-510.0,1264.1,19.26,1.15,8.174,1.103
AL1-20240512-1611,2024-05-12 16:16:40,-490.0,1283.7,22.38,1.29,7.784,1.205
AL1-20240512-1611,2024-05-12 16:17:00,-470.0,1376.5,19.05,1.0,8.437,1.265
AL1-20240512-1611,2024-05-12 16:17:20,-450.0,1456.0,20.79,1.0,8.349,1.411
AL1-20240512-1611,2024-05-12 16:17:40,-430.0,1520.8,21.24,0.96,8.408,1.032
AL1-20240512-1611,2024-05-12 16:18:00,-410.0,1673.0,23.84,1.0,8.254,1.24
AL1-20240512-1611,2024-05-12 16:18:20,-390.0,1833.0,21.7,0.81,8.727,1.403
AL1-20240512-1611,2024-05-12 16:18:40,-370.0,2121.3,26.8,0.86,8.528,1.108
AL1-20240512-1611,2024-05-12 16:19:00,-350.0,2690.5,27.46,0.75,8.812,1.102
AL1-20240512-1611,2024-05-12 16:19:20,-330.0,3395.2,27.6,0.62,9.168,1.252
AL1-20240512-1611,2024-05-12 16:19:40,-310.0,3993.0,28.55,0.56,9.375,1.299
AL1-20240512-1611,2024-05-12 16:20:00,-290.0,4559.2,27.42,0.49,9.668,1.259
AL1-20240512-1611,2024-05-12 16:20:20,-270.0,5225.2,26.86,0.43,9.889,1.383
AL1-20240512-1611,2024-05-12 16:20:40,-250.0,5809.1,26.03,0.4,10.067,1.456
AL1-20240512-1611,2024-05-12 16:21:00,-230.0,6419.4,25.01,0.36,10.274,1.394
AL1-20240512-1611,2024-05-12 16:21:20,-210.0,6904.9,24.85,0.34,10.364,1.324
AL1-20240512-1611,2024-05-12 16:21:40,-190.0,7332.2,23.95,0.32,10.501,1.388
AL1-20240512-1611,2024-05-12 16:22:00,-170.0,7709.7,23.82,0.32,10.534,1.334
AL1-20240512-1611,2024-05-12 16:22:20,-150.0,8085.4,23.91,0.31,10.565,1.318
AL1-20240512-1611,2024-05-12 16:22:40,-130.0,8333.8,22.66,0.29,10.726,1.306
AL1-20240512-1611,2024-05-12 16:23:00,-110.0,8631.4,23.27,0.3,10.678,1.242
AL1-20240512-1611,2024-05-12 16:23:20,-90.0,8820.8,22.41,0.28,10.794,1.286
AL1-20240512-1611,2024-05-12 16:23:40,-70.0,9003.9,22.5,0.29,10.761,1.274
AL1-20240512-1611,2024-05-12 16:24:00,-50.0,9150.6,21.81,0.27,10.87,1.269
AL1-20240512-1611,2024-05-12 16:24:20,-30.0,9280.6,21.56,0.27,10.899,1.263
AL1-20240512-1611,2024-05-12 16:24:40,-10.0,9366.8,21.94,0.28,10.848,1.176
AL1-20240512-1611,2024-05-12 16:25:00,10.0,9456.2,21.07,0.27,10.94,1.254
AL1-20240512-1611,2024-05-12 16:25:20,30.0,9470.4,21.0,0.27,10.926,1.159
AL1-20240512-1611,2024-05-12 16:25:40,50.0,9477.6,20.58,0.27,10.977,1.151
AL1-20240512-1611,2024-05-12 16:26:00,70.0,9487.6,20.61,0.27,10.968,1.101
AL1-20240512-1611,2024-05-12 16:26:20,90.0,9438.6,19.63,0.26,11.079,1.165
AL1-20240512-1611,2024-05-12 16:26:40,110.0,9420.5,19.91,0.26,11.025,1.107
AL1-20240512-1611,2024-05-12 16:27:00,130.0,9399.6,19.62,0.26,11.05,1.084
AL1-20240512-1611,2024-05-12 16:27:20,150.0,9351.9,18.58,0.25,11.185,1.187
AL1-20240512-1611,2024-05-12 16:27:40,170.0,9269.0,18.69,0.26,11.133,1.09
AL1-20240512-1611,2024-05-12 16:28:00,190.0,9224.5,18.6,0.26,11.133,1.041
AL1-20240512-1611,2024-05-12 16:28:20,210.0,9150.3,18.21,0.26,11.169,1.063
AL1-20240512-1611,2024-05-12 16:28:40,230.0,9058.8,17.91,0.26,11.206,1.019
AL1-20240512-1611,2024-05-12 16:29:00,250.0,8970.1,17.99,0.26,11.159,0.979
AL1-20240512-1611,2024-05-12 16:29:20,270.0,8880.5,16.99,0.26,11.3,1.084
AL1-20240512-1611,2024-05-12 16:29:40,290.0,8708.8,16.7,0.26,11.331,1.078
AL1-20240512-1611,2024-05-12 16:30:00,310.0,8559.9,16.49,0.26,11.346,1.025
AL1-20240512-1611,2024-05-12 16:30:20,330.0,8505.2,15.87,0.25,11.456,1.032
AL1-20240512-1611,2024-05-12 16:30:40,350.0,8341.7,16.38,0.27,11.287,0.959
AL1-20240512-1611,2024-05-12 16:31:00,370.0,8192.5,15.91,0.27,11.351,0.896
AL1-20240512-1611,2024-05-12 16:31:20,390.0,8065.2,15.92,0.27,11.309,0.818
AL1-20240512-1611,2024-05-12 16:31:40,410.0,7859.8,15.03,0.27,11.451,0.907
AL1-20240512-1611,2024-05-12 16:32:00,430.0,7661.1,15.16,0.28,11.37,0.847
AL1-20240512-1611,2024-05-12 16:32:20,450.0,7482.1,14.26,0.27,11.557,1.019
AL1-20240512-1611,2024-05-12 16:32:40,470.0,7283.1,14.4,0.28,11.486,0.831
AL1-20240512-1611,2024-05-12 16:33:00,490.0,7163.1,14.37,0.28,11.443,0.666
AL1-20240512-1611,2024-05-12 16:33:20,510.0,6922.2,14.13,0.3,11.397,0.877
AL1-20240512-1611,2024-05-12 16:33:40,530.0,6697.1,13.72,0.3,11.461,0.703
AL1-20240512-1611,2024-05-12 16:34:00,550.0,6522.3,12.95,0.29,11.659,0.894
AL1-20240512-1611,2024-05-12 16:34:20,570.0,6340.3,13.22,0.3,11.506,0.636
AL1-20240512-1611,2024-05-12 16:34:40,590.0,6094.9,12.88,0.31,11.532,0.701
AL1-20240512-1611,2024-05-12 16:35:00,610.0,5984.6,13.18,0.32,11.394,0.597
AL1-20240512-1611,2024-05-12 16:35:20,630.0,5766.6,12.62,0.32,11.497,0.649
AL1-20240512-1611,2024-05-12 16:35:40,650.0,5564.1,12.01,0.32,11.669,0.585
AL1-20240512-2017,2024-05-12 20:23:40,-430.0,695.7,19.09,2.17,6.929,0.627
AL1-20240512-2017,2024-05-12 20:24:00,-410.0,762.8,24.09,2.12,6.754,1.059
AL1-20240512-2017,2024-05-12 20:24:20,-390.0,954.6,26.27,1.65,7.232,1.188
AL1-20240512-2017,2024-05-12 20:24:40,-370.0,1220.8,24.37,1.11,8.032,1.319
AL1-20240512-2017,2024-05-12 20:25:00,-350.0,1546.7,25.29,0.94,8.341,1.434
AL1-20240512-2017,2024-05-12 20:25:20,-330.0,1849.0,25.48,0.82,8.61,1.316
AL1-20240512-2017,2024-05-12 20:25:40,-310.0,2158.8,24.0,0.7,8.95,1.522
AL1-20240512-2017,2024-05-12 20:26:00,-290.0,2421.8,22.72,0.61,9.252,1.522
AL1-20240512-2017,2024-05-12 20:26:20,-270.0,2686.9,21.77,0.55,9.467,1.635
AL1-20240512-2017,2024-05-12 20:26:40,-250.0,2985.7,22.67,0.55,9.444,1.422
AL1-20240512-2017,2024-05-12 20:27:00,-230.0,3196.0,21.53,0.51,9.656,1.613
AL1-20240512-2017,2024-05-12 20:27:20,-210.0,3414.2,22.0,0.5,9.659,1.346
AL1-20240512-2017,2024-05-12 20:27:40,-190.0,3637.8,20.49,0.46,9.904,1.411
AL1-20240512-2017,2024-05-12 20:28:00,-170.0,3799.3,20.6,0.45,9.907,1.326
AL1-20240512-2017,2024-05-12 20:28:20,-150.0,3952.5,19.59,0.42,10.114,1.393
AL1-20240512-2017,2024-05-12 20:28:40,-130.0,4061.7,20.24,0.44,10.0,1.263
AL1-20240512-2017,2024-05-12 20:29:00,-110.0,4146.6,19.89,0.43,10.07,1.228
AL1-20240512-2017,2024-05-12 20:29:20,-90.0,4270.8,19.33,0.41,10.166,1.209
AL1-20240512-2017,2024-05-12 20:29:40,-70.0,4339.9,18.47,0.4,10.294,1.315
AL1-20240512-2017,2024-05-12 20:30:00,-50.0,4392.1,18.75,0.41,10.24,1.234
AL1-20240512-2017,2024-05-12 20:30:20,-30.0,4503.8,18.06,0.39,10.379,1.226
AL1-20240512-2017,2024-05-12 20:30:40,-10.0,4585.0,17.92,0.39,10.391,1.346
AL1-20240512-2017,2024-05-12 20:31:00,10.0,4702.4,17.34,0.37,10.52,1.477
AL1-20240512-2017,2024-05-12 20:31:20,30.0,4815.0,17.38,0.37,10.516,1.293
AL1-20240512-2017,2024-05-12 20:31:40,50.0,4844.0,17.86,0.38,10.446,1.169
AL1-20240512-2017,2024-05-12 20:32:00,70.0,4815.8,17.95,0.39,10.379,1.163
AL1-20240512-2017,2024-05-12 20:32:20,90.0,4806.4,17.46,0.38,10.455,1.109
AL1-20240512-2017,2024-05-12 20:32:40,110.0,4774.1,16.26,0.36,10.684,1.186
AL1-20240512-2017,2024-05-12 20:33:00,130.0,4811.6,16.06,0.37,10.692,1.3
AL1-20240512-2017,2024-05-12 20:33:20,150.0,4820.3,16.66,0.37,10.586,1.006
AL1-20240512-2017,2024-05-12 20:33:40,170.0,4821.1,16.1,0.37,10.672,1.143
AL1-20240512-2017,2024-05-12 20:34:00,190.0,4754.1,15.81,0.37,10.69,1.127
AL1-20240512-2017,2024-05-12 20:34:20,210.0,4737.9,16.42,0.39,10.538,0.921
AL1-20240512-2017,2024-05-12 20:34:40,230.0,4627.6,14.98,0.37,10.826,1.071
AL1-20240512-2017,2024-05-12 20:35:00,250.0,4564.0,14.21,0.36,10.977,1.153
AL1-20240512-2017,2024-05-12 20:35:20,270.0,4517.4,14.6,0.37,10.854,0.895
AL1-20240512-2017,2024-05-12 20:35:40,290.0,4394.2,14.9,0.39,10.733,0.913
AL1-20240512-2017,2024-05-12 20:36:00,310.0,4329.9,14.79,0.4,10.685,0.897
AL1-20240512-2017,2024-05-12 20:36:20,330.0,4242.7,13.85,0.39,10.913,0.991
AL1-20240512-2017,2024-05-12 20:36:40,350.0,4140.6,14.05,0.4,10.786,0.938
AL1-20240512-2017,2024-05-12 20:37:00,370.0,4016.8,13.62,0.4,10.871,0.863
AL1-20240512-2017,2024-05-12 20:37:20,390.0,3954.7,12.89,0.39,11.047,1.049
AL1-20240512-2017,2024-05-12 20:37:40,410.0,3888.3,13.51,0.41,10.829,0.749
AL1-20240512-2017,2024-05-12 20:38:00,430.0,3782.2,13.32,0.43,10.818,0.73
AL1-20240512-2017,2024-05-12 20:38:20,450.0,3703.8,13.56,0.43,10.736,0.568
AL1-20240512-2017,2024-05-12 20:38:40,470.0,3628.7,13.02,0.44,10.81,0.84
AL1-20240512-2017,2024-05-12 20:39:00,490.0,3567.2,12.99,0.44,10.804,0.752
AL1-20240512-2017,2024-05-12 20:39:20,510.0,3499.7,12.63,0.44,10.889,0.743
AL1-20240512-2017,2024-05-12 20:39:40,530.0,3438.2,12.32,0.45,10.919,0.786
AL1-20240512-2017,2024-05-12 20:40:00,550.0,3400.6,12.71,0.46,10.779,0.919
AL1-20240512-2017,2024-05-12 20:40:20,570.0,3337.4,12.95,0.48,10.658,0.888
AL1-20240512-2017,2024-05-12 20:40:40,590.0,3257.1,13.15,0.49,10.558,0.682
AL1-20240512-2017,2024-05-12 20:41:00,610.0,3248.0,12.33,0.46,10.895,0.908
AL1-20240512-2017,2024-05-12 20:41:20,630.0,3208.9,12.39,0.48,10.768,1.193
AL1-20240512-2017,2024-05-12 20:41:40,650.0,3179.3,12.16,0.47,10.843,0.843
AL1-20240512-2017,2024-05-12 20:42:00,670.0,3126.4,11.97,0.46,10.935,1.005
AL1-20240512-2017,2024-05-12 20:42:20,690.0,3091.8,13.04,0.51,10.509,0.735
AL1-20240512-2017,2024-05-12 20:42:40,710.0,3086.8,12.24,0.48,10.77,0.893
AL1-20240512-2017,2024-05-12 20:43:00,730.0,3039.7,12.15,0.49,10.788,1.214
AL1-20240512-2017,2024-05-12 20:43:20,750.0,3024.3,13.43,0.55,10.302,0.877
AL1-20240512-2017,2024-05-12 20:43:40,770.0,2979.9,12.99,0.52,10.466,0.74
AL1-20240512-2017,2024-05-12 20:44:00,790.0,2978.2,12.68,0.53,10.499,0.888
AL1-20240512-2017,2024-05-12 20:44:20,810.0,2950.6,14.06,0.58,10.079,0.966
AL1-20240512-2017,2024-05-12 20:44:40,830.0,2926.2,14.18,0.57,10.091,1.03
AL1-20240512-2017,2024-05-12 20:45:00,850.0,2953.8,14.84,0.59,9.905,0.968
AL1-20240512-2017,2024-05-12 20:45:20,870.0,2941.4,13.23,0.53,10.385,1.264
AL1-20240512-2017,2024-05-12 20:45:40,890.0,2915.9,13.32,0.55,10.325,1.105
AL1-20240512-2017,2024-05-12 20:46:00,910.0,2862.2,13.08,0.54,10.362,1.064
AL1-20240512-2017,2024-05-12 20:46:20,930.0,2801.6,12.8,0.55,10.426,1.002
AL1-20240512-2017,2024-05-12 20:46:40,950.0,2762.6,13.13,0.6,10.159,0.987
AL1-20240512-2201,2024-05-12 22:03:00,-110.0,865.5,19.59,2.0,7.077,1.495
AL1-20240512-2201,2024-05-12 22:03:20,-90.0,956.8,20.18,1.78,7.261,2.499
AL1-20240512-2201,2024-05-12 22:03:40,-70.0,1007.5,25.87,2.25,6.643,2.142
AL1-20240512-2201,2024-05-12 22:04:00,-50.0,1064.5,18.0,1.37,7.913,2.366
AL1-20240512-2201,2024-05-12 22:04:20,-30.0,1104.2,19.28,1.49,7.652,2.284
AL1-20240512-2201,2024-05-12 22:04:40,-10.0,1132.5,18.52,1.4,7.825,2.517
AL1-20240512-2201,2024-05-12 22:05:00,10.0,1170.6,17.95,1.34,7.955,2.76
AL1-20240512-2201,2024-05-12 22:05:20,30.0,1177.3,17.23,1.27,8.134,1.898
AL1-20240512-2201,2024-05-12 22:05:40,50.0,1192.6,14.91,1.18,8.555,2.13
AL1-20240512-2201,2024-05-12 22:06:00,70.0,1187.2,13.77,1.14,8.832,2.274
AL1-20240512-2201,2024-05-12 22:06:20,90.0,1166.5,14.36,1.2,8.63,1.612
AL1-20240512-2201,2024-05-12 22:06:40,110.0,1161.0,14.27,1.35,8.415,2.054
AL1-20240512-2201,2024-05-12 22:07:00,130.0,1135.8,13.16,1.37,8.61,1.157
AL1-20240512-2201,2024-05-12 22:07:20,150.0,1122.0,11.24,1.22,9.331,1.316
AL1-20240512-2201,2024-05-12 22:07:40,170.0,1081.9,12.81,1.58,8.417,1.126
AL1-20240512-2201,2024-05-12 22:08:20,210.0,1031.5,14.51,1.78,7.862,0.373
AL1-20240512-2214,2024-05-12 22:16:20,-90.0,931.8,23.89,3.03,6.226,1.99
AL1-20240512-2214,2024-05-12 22:16:40,-70.0,982.9,28.5,3.08,6.127,1.922
AL1-20240512-2214,2024-05-12 22:17:00,-50.0,1061.8,28.92,2.58,6.463,1.42
AL1-20240512-2214,2024-05-12 22:17:20,-30.0,1111.3,20.87,1.68,7.388,1.875
AL1-20240512-2214,2024-05-12 22:17:40,-10.0,1159.2,21.37,1.63,7.447,1.751
AL1-20240512-2214,2024-05-12 22:18:00,10.0,1159.0,20.45,1.66,7.443,2.362
AL1-20240512-2214,2024-05-12 22:18:20,30.0,1154.2,20.16,1.61,7.509,1.515
AL1-20240512-2214,2024-05-12 22:18:40,50.0,1160.8,18.18,1.49,7.816,1.945
AL1-20240512-2214,2024-05-12 22:19:00,70.0,1160.6,17.16,1.54,7.873,2.22
AL1-20240512-2214,2024-05-12 22:19:20,90.0,1153.8,16.87,1.54,7.95,1.822
AL1-20240512-2214,2024-05-12 22:19:40,110.0,1127.3,15.25,1.55,8.127,1.998
AL1-20240512-2214,2024-05-12 22:20:00,130.0,1104.3,16.22,1.65,7.903,2.077
AL1-20240512-2214,2024-05-12 22:20:20,150.0,1090.3,13.77,1.69,8.34,1.782
AL1-20240512-2214,2024-05-12 22:20:40,170.0,1080.2,12.22,1.67,8.805,1.583
AL1-20240512-2214,2024-05-12 22:21:00,190.0,1059.3,13.23,1.81,8.281,2.221
AL1-20240512-2300,2024-05-12 23:05:00,-290.0,680.0,15.98,1.86,7.503,1.826
AL1-20240512-2300,2024-05-12 23:05:20,-270.0,711.9,18.71,2.18,6.933,1.786
AL1-20240512-2300,2024-05-12 23:05:40,-250.0,734.8,17.09,1.98,7.248,1.955
AL1-20240512-2300,2024-05-12 23:06:00,-230.0,747.7,14.53,1.61,7.984,1.115
AL1-20240512-2300,2024-05-12 23:09:00,-50.0,764.0,17.4,1.81,7.406,1.026
AL1-20240512-2300,2024-05-12 23:09:20,-30.0,860.1,17.97,1.54,7.662,1.978
AL1-20240512-2300,2024-05-12 23:09:40,-10.0,1011.9,16.16,1.12,8.479,2.312
AL1-20240512-2300,2024-05-12 23:10:00,10.0,1089.5,18.57,1.19,8.117,1.394
AL1-20240512-2300,2024-05-12 23:10:20,30.0,1045.2,14.91,1.16,8.58,1.771
AL1-20240512-2300,2024-05-12 23:10:40,50.0,968.9,13.71,1.28,8.574,1.773
AL1-20240512-2300,2024-05-12 23:11:00,70.0,865.4,13.79,1.47,8.282,0.756
AL1-20240512-2327,2024-05-12 23:32:00,-410.0,730.7,17.42,2.04,7.178,0.976
AL1-20240512-2327,2024-05-12 23:36:40,-130.0,857.5,12.61,1.47,8.593,0.816
AL1-20240512-2327,2024-05-12 23:37:00,-110.0,893.8,15.95,1.73,7.662,0.961
AL1-20240512-2327,2024-05-12 23:37:20,-90.0,936.0,15.1,1.57,7.98,1.232
AL1-20240512-2327,2024-05-12 23:37:40,-70.0,966.2,13.14,1.32,8.671,2.223
AL1-20240512-2327,2024-05-12 23:38:00,-50.0,997.4,11.66,1.16,9.255,2.093
AL1-20240512-2327,2024-05-12 23:38:20,-30.0,1021.9,12.43,1.21,9.056,1.145
AL1-20240512-2327,2024-05-12 23:38:40,-10.0,1020.4,13.74,1.36,8.471,1.308
AL1-20240512-2327,2024-05-12 23:39:00,10.0,1014.7,11.63,1.21,9.153,2.16
AL1-20240512-2327,2024-05-12 23:39:20,30.0,1030.6,12.61,1.29,8.834,1.702
AL1-20240512-2327,2024-05-12 23:39:40,50.0,1021.8,12.22,1.42,8.775,1.268
AL1-20240512-2327,2024-05-12 23:40:00,70.0,1016.6,12.16,1.3,8.885,1.895
AL1-20240512-2327,2024-05-12 23:40:20,90.0,1020.1,13.63,1.42,8.429,1.104
AL1-20240512-2327,2024-05-12 23:40:40,110.0,991.4,11.94,1.35,8.872,1.996
AL1-20240512-2327,2024-05-12 23:41:00,130.0,993.6,12.34,1.42,8.68,0.837
AL1-20240512-2327,2024-05-12 23:41:20,150.0,982.4,15.07,1.69,7.819,0.614
AL1-20240512-2327,2024-05-12 23:41:40,170.0,973.9,14.37,1.74,7.889,1.235
AL1-20240512-2327,2024-05-12 23:42:00,190.0,967.8,13.12,1.49,8.457,0.706
AL1-20240512-2327,2024-05-12 23:42:20,210.0,959.7,10.58,1.32,9.383,1.73
AL1-20240513-0105,2024-05-13 01:08:00,-50.0,826.5,24.02,2.8,6.279,1.725
AL1-20240513-0105,2024-05-13 01:08:20,-30.0,906.1,17.16,1.74,7.582,2.174
AL1-20240513-0105,2024-05-13 01:08:40,-10.0,953.5,19.32,1.83,7.286,1.503
AL1-20240513-0105,2024-05-13 01:09:00,10.0,984.8,16.76,1.57,7.8,1.316
AL1-20240513-0105,2024-05-13 01:09:20,30.0,999.4,19.07,1.89,7.227,0.604
AL1-20240513-0105,2024-05-13 01:09:40,50.0,977.5,13.27,1.54,8.394,0.59
AL1-20240513-0123,2024-05-13 01:28:00,-290.0,888.8,14.6,1.79,7.907,1.183
AL1-20240513-0123,2024-05-13 01:28:40,-250.0,915.7,14.31,1.67,8.08,1.104
AL1-20240513-0123,2024-05-13 01:29:00,-230.0,946.3,19.48,2.08,7.076,0.873
AL1-20240513-0123,2024-05-13 01:29:20,-210.0,1034.5,15.41,1.47,8.146,1.639
AL1-20240513-0123,2024-05-13 01:29:40,-190.0,1064.0,14.67,1.34,8.457,1.279
AL1-20240513-0123,2024-05-13 01:30:00,-170.0,1011.0,15.93,1.61,7.915,1.184
AL1-20240513-0123,2024-05-13 01:30:20,-150.0,1007.6,14.39,1.54,8.209,1.255
AL1-20240513-0123,2024-05-13 01:30:40,-130.0,1004.7,12.2,1.25,9.107,0.785
AL1-20240513-0123,2024-05-13 01:31:00,-110.0,1019.7,14.91,1.75,8.012,1.527
AL1-20240513-0123,2024-05-13 01:31:20,-90.0,1016.5,13.94,1.5,8.378,0.688
AL1-20240513-0123,2024-05-13 01:31:40,-70.0,1013.9,14.36,1.71,8.05,0.736
AL1-20240513-0123,2024-05-13 01:32:00,-50.0,1024.2,15.52,1.71,7.871,0.128
AL1-20240513-0123,2024-05-13 01:32:20,-30.0,1160.0,16.15,1.4,8.138,1.438
AL1-20240513-0123,2024-05-13 01:32:40,-10.0,1220.3,14.95,1.31,8.448,1.498
AL1-20240513-0123,2024-05-13 01:33:00,10.0,1247.2,15.03,1.3,8.537,1.799
AL1-20240513-0123,2024-05-13 01:33:20,30.0,1312.7,16.19,1.22,8.422,1.665
AL1-20240513-0123,2024-05-13 01:33:40,50.0,1403.6,14.39,1.07,8.945,1.825
AL1-20240513-0123,2024-05-13 01:34:00,70.0,1359.1,14.56,1.17,8.693,1.164
AL1-20240513-0123,2024-05-13 01:34:20,90.0,1270.0,13.32,1.23,8.874,1.282
AL1-20240513-0123,2024-05-13 01:34:40,110.0,1205.3,16.7,1.46,7.967,0.944
AL1-20240513-0123,2024-05-13 01:35:00,130.0,1173.3,15.97,1.4,8.166,0.312
AL1-20240513-0123,2024-05-13 01:35:20,150.0,1113.2,17.76,1.84,7.424,0.824
AL1-20240513-0123,2024-05-13 01:35:40,170.0,1085.6,12.69,1.52,8.664,1.507
AL1-20240513-0123,2024-05-13 01:36:00,190.0,1067.0,13.82,1.65,8.238,0.689
AL1-20240513-0800,2024-05-13 08:10:00,-1130.0,713.6,17.64,2.13,7.133,1.921
AL1-20240513-0800,2024-05-13 08:10:20,-1110.0,727.9,20.88,2.28,6.768,1.104
AL1-20240513-0800,2024-05-13 08:10:40,-1090.0,737.1,21.18,2.18,6.796,0.904
AL1-20240513-0800,2024-05-13 08:11:00,-1070.0,749.6,19.89,2.05,6.962,1.615
AL1-20240513-0800,2024-05-13 08:11:20,-1050.0,759.5,18.47,1.84,7.307,1.404
AL1-20240513-0800,2024-05-13 08:11:40,-1030.0,766.2,19.09,1.84,7.239,1.31
AL1-20240513-0800,2024-05-13 08:12:00,-1010.0,775.0,19.59,1.9,7.169,0.95
AL1-20240513-0800,2024-05-13 08:12:20,-990.0,783.0,18.43,1.71,7.435,0.993
AL1-20240513-0800,2024-05-13 08:12:40,-970.0,801.9,18.32,1.68,7.467,1.077
AL1-20240513-0800,2024-05-13 08:13:00,-950.0,804.9,15.81,1.43,8.041,1.63
AL1-20240513-0800,2024-05-13 08:13:20,-930.0,789.0,14.83,1.33,8.31,2.048
AL1-20240513-0800,2024-05-13 08:13:40,-910.0,840.3,18.66,1.5,7.658,1.29
AL1-20240513-0800,2024-05-13 08:14:00,-890.0,893.8,18.22,1.4,7.85,1.525
AL1-20240513-0800,2024-05-13 08:14:20,-870.0,935.7,19.65,1.46,7.66,1.292
AL1-20240513-0800,2024-05-13 08:14:40,-850.0,974.7,19.25,1.31,7.887,1.152
AL1-20240513-0800,2024-05-13 08:15:00,-830.0,1016.8,18.65,1.25,8.022,0.979
AL1-20240513-0800,2024-05-13 08:15:20,-810.0,1107.6,16.47,1.09,8.521,1.519
AL1-20240513-0800,2024-05-13 08:15:40,-790.0,1143.0,15.67,1.02,8.718,1.417
AL1-20240513-0800,2024-05-13 08:16:00,-770.0,1149.8,15.43,1.0,8.797,1.454
AL1-20240513-0800,2024-05-13 08:16:20,-750.0,1137.5,16.35,1.17,8.411,1.59
AL1-20240513-0800,2024-05-13 08:16:40,-730.0,1129.5,15.21,1.03,8.769,1.384
AL1-20240513-0800,2024-05-13 08:17:00,-710.0,1136.1,14.97,1.01,8.837,1.615
AL1-20240513-0800,2024-05-13 08:17:20,-690.0,1202.7,15.37,1.0,8.815,1.468
AL1-20240513-0800,2024-05-13 08:17:40,-670.0,1256.5,16.72,0.99,8.677,1.181
AL1-20240513-0800,2024-05-13 08:18:00,-650.0,1295.3,16.78,0.96,8.719,0.981
AL1-20240513-0800,2024-05-13 08:18:20,-630.0,1336.5,16.08,0.93,8.838,1.432
AL1-20240513-0800,2024-05-13 08:18:40,-610.0,1339.0,15.55,0.91,8.987,1.019
AL1-20240513-0800,2024-05-13 08:19:00,-590.0,1332.3,14.07,0.86,9.303,1.545
AL1-20240513-0800,2024-05-13 08:19:20,-570.0,1345.0,15.9,0.98,8.769,1.1
AL1-20240513-0800,2024-05-13 08:19:40,-550.0,1320.0,14.58,0.94,9.057,1.195
AL1-20240513-0800,2024-05-13 08:20:00,-530.0,1329.5,14.09,0.88,9.246,0.989
AL1-20240513-0800,2024-05-13 08:20:20,-510.0,1337.0,14.38,0.89,9.169,1.084
AL1-20240513-0800,2024-05-13 08:20:40,-490.0,1348.5,14.69,0.92,9.08,0.824
AL1-20240513-0800,2024-05-13 08:21:00,-470.0,1335.2,14.77,0.95,8.99,1.022
AL1-20240513-0800,2024-05-13 08:21:20,-450.0,1325.7,14.29,0.92,9.136,0.92
AL1-20240513-0800,2024-05-13 08:21:40,-430.0,1315.5,14.5,0.92,9.112,0.59
AL1-20240513-0800,2024-05-13 08:22:00,-410.0,1320.0,13.92,0.91,9.206,1.047
AL1-20240513-0800,2024-05-13 08:22:20,-390.0,1298.0,11.51,0.83,9.911,2.404
AL1-20240513-0800,2024-05-13 08:22:40,-370.0,1309.0,14.84,1.02,8.842,1.23
AL1-20240513-0800,2024-05-13 08:23:00,-350.0,1290.6,11.98,0.84,9.786,1.217
AL1-20240513-0800,2024-05-13 08:23:20,-330.0,1283.3,12.71,0.92,9.443,0.761
AL1-20240513-0800,2024-05-13 08:23:40,-310.0,1285.1,14.55,1.01,8.9,1.017
AL1-20240513-0800,2024-05-13 08:24:00,-290.0,1297.3,13.87,0.94,9.2,0.818
AL1-20240513-0800,2024-05-13 08:24:20,-270.0,1337.5,14.05,0.95,9.136,1.034
AL1-20240513-0800,2024-05-13 08:24:40,-250.0,1345.9,15.68,0.94,8.88,0.751
AL1-20240513-0800,2024-05-13 08:25:00,-230.0,1357.0,13.6,0.87,9.345,0.955
AL1-20240513-0800,2024-05-13 08:25:20,-210.0,1394.2,14.72,0.94,9.021,1.041
AL1-20240513-0800,2024-05-13 08:25:40,-190.0,1416.6,14.76,0.88,9.138,0.978
AL1-20240513-0800,2024-05-13 08:26:00,-170.0,1448.0,14.87,0.91,9.067,1.001
AL1-20240513-0800,2024-05-13 08:26:20,-150.0,1455.7,14.62,0.89,9.144,0.862
